ensembl_gene_id,chromosome_name,description,external_gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSDARG00000037628,14,tRNA phosphotransferase 1 [Source:ZFIN;Acc:ZDB-GENE-050227-16],trpt1,0.1598087972008841,3.9082298489945595,1.5909057408848715,0.1428844527497058,0.7810788864427697,-4.37384404018199
ENSDARG00000028546,6,NADH:ubiquinone oxidoreductase core subunit S1 [Source:ZFIN;Acc:ZDB-GENE-030131-478],ndufs1,0.3696191123154123,1.106759893643986,1.5898129678378021,0.14313050382037124,0.7815130206556589,-4.3734819269049865
ENSDARG00000101322,2,transferrin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-041220-1],tfr1a,0.3655990149502519,3.348217680043462,1.5898019206772904,0.1431329931381816,0.7815130206556589,-4.352630723012393
ENSDARG00000015111,3,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39Ab [Source:ZFIN;Acc:ZDB-GENE-040426-2902],ddx39ab,-0.2717087362639458,8.395167528965109,-1.5897911290064757,0.14313542492212958,0.7815130206556589,-4.399028061942367
ENSDARG00000039892,17,glucosamine-phosphate N-acetyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-050522-450],gnpnat1,-0.25938585942598485,3.673790615100371,-1.5895579635870745,0.14318797511852008,0.7815130206556589,-4.3675645637210305
ENSDARG00000036194,14,paired-like homeodomain 2 [Source:ZFIN;Acc:ZDB-GENE-990714-27],pitx2,-0.16618359964057636,5.374288236019379,-1.5895280713835591,0.14319471337933307,0.7815130206556589,-4.4360585586970265
ENSDARG00000021462,18,dynein assembly factor with WDR repeat domains 1 [Source:ZFIN;Acc:ZDB-GENE-050419-255],daw1,-0.26261270815490867,2.140033377856369,-1.5892275970448144,0.14326246151459604,0.7815130206556589,-4.346674650875578
ENSDARG00000096887,25,zinc finger protein 469 [Source:NCBI gene;Acc:101886729],CR381618.1,0.17484607803917743,5.171030018692801,1.5892246047333043,0.14326313633572826,0.7815130206556589,-4.428537989768572
ENSDARG00000098578,3,platelet-derived growth factor alpha polypeptide b [Source:ZFIN;Acc:ZDB-GENE-060929-124],pdgfab,-0.2514198121382981,3.592988042778451,-1.5883027354333727,0.14347116890844838,0.7821861284205829,-4.366633461559045
ENSDARG00000102241,21,zgc:136410 [Source:ZFIN;Acc:ZDB-GENE-060421-6071],zgc:136410,-0.43388666582837143,5.9536406655194325,-1.588265053445135,0.14347967806129222,0.7821861284205829,-4.444872237731012
ENSDARG00000105142,14,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3b [Source:ZFIN;Acc:ZDB-GENE-040426-2022]",tcirg1b,-0.24882847645209763,5.190259745883935,-1.5879545497391045,0.14354981143360612,0.7821861284205829,-4.43280376564826
ENSDARG00000100788,1,thyroid hormone receptor interactor 10b [Source:ZFIN;Acc:ZDB-GENE-040426-969],trip10b,0.35053175557384225,1.7368170805717782,1.587743513960074,0.14359749534946176,0.7821861284205829,-4.356923603900967
ENSDARG00000100851,20,gephyrin b [Source:ZFIN;Acc:ZDB-GENE-070705-4],gphnb,0.3069428494053415,4.347418476682545,1.587730337633836,0.14360047302951182,0.7821861284205829,-4.397292362323564
ENSDARG00000039830,2,"guanine nucleotide binding protein (G protein), gamma 5 [Source:ZFIN;Acc:ZDB-GENE-030131-9966]",gng5,-0.1965821281523438,6.177848160711642,-1.5872606015015032,0.14370666308310767,0.7823675846265056,-4.446028278104307
ENSDARG00000053820,23,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-060312-14],pcmtd2,0.48109103074627335,1.4022766740743802,1.5870415972224703,0.14375619566006798,0.7823675846265056,-4.3647011331007795
ENSDARG00000031956,4,transmembrane protein 63A [Source:ZFIN;Acc:ZDB-GENE-041210-107],tmem63a,0.18995113246854922,3.401394720707019,1.5870151264255365,0.14376218363022059,0.7823675846265056,-4.358872232398796
ENSDARG00000105040,24,"family with sequence similarity 69, member C [Source:ZFIN;Acc:ZDB-GENE-030131-8001]",fam69c,0.20912115610366666,4.2949134160867946,1.5866301703560988,0.14384928967410832,0.7826086354888988,-4.394094433588946
ENSDARG00000020822,5,intraflagellar transport 22 homolog (Chlamydomonas) [Source:ZFIN;Acc:ZDB-GENE-050417-439],ift22,-0.28166984251427535,2.320033937704939,-1.58520031871067,0.14417323910442145,0.7835313875943611,-4.347739442860291
ENSDARG00000055552,11,dishevelled segment polarity protein 1b [Source:ZFIN;Acc:ZDB-GENE-071004-1],dvl1b,0.3059190493016635,2.6870552347101766,1.5851044966987817,0.14419497176638912,0.7835313875943611,-4.347412692881044
ENSDARG00000096913,6,si:ch211-241d24.1 [Source:NCBI gene;Acc:101886735],BX005129.1,-0.5213573330958481,0.18372240121381922,-1.585101666545157,0.14419561369610967,0.7835313875943611,-4.404414993440673
ENSDARG00000112483,15,ring finger protein 168 [Source:ZFIN;Acc:ZDB-GENE-030131-6013],rnf168,-0.17353522622718817,4.296555898180958,-1.5849054962112243,0.1442401148204491,0.7835313875943611,-4.399012647520276
ENSDARG00000088672,9,zmp:0000000936 [Source:ZFIN;Acc:ZDB-GENE-130530-939],zmp:0000000936,0.38274489811261875,0.9355217903320132,1.5847640479677783,0.1442722098146888,0.7835313875943611,-4.383604859807979
ENSDARG00000101584,7,NULL,CU467822.1,-0.3268679408027594,6.325355365239215,-1.583910242303493,0.14446607494776287,0.7835313875943611,-4.448949878305674
ENSDARG00000011235,17,orthodenticle homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-980526-406],otx2b,-0.26850028344751725,6.284173518303572,-1.5835402950078439,0.14455014676623107,0.7835313875943611,-4.449638690935025
ENSDARG00000068991,8,zgc:158862 [Source:ZFIN;Acc:ZDB-GENE-070209-146],zgc:158862,-0.41999424621682124,0.7896368173420583,-1.5830589470943865,0.14465959958857835,0.7835313875943611,-4.385257426635144
ENSDARG00000015759,14,tetraspanin 7 [Source:ZFIN;Acc:ZDB-GENE-030131-5435],tspan7,-0.24815683666700333,6.498970111647999,-1.5828701128725184,0.1447025582843063,0.7835313875943611,-4.449356446063726
ENSDARG00000091728,25,zgc:114046 [Source:ZFIN;Acc:ZDB-GENE-050320-24],zgc:114046,0.46798832378612953,1.2757510416545585,1.5826566520109815,0.14475113299214262,0.7835313875943611,-4.3698687777270075
ENSDARG00000025854,8,DEAD (Asp-Glu-Ala-Asp) box polypeptide 51 [Source:ZFIN;Acc:ZDB-GENE-040927-28],ddx51,-0.2016288722817433,3.845621861522849,-1.5825845933549694,0.14476753376677393,0.7835313875943611,-4.381574842751468
ENSDARG00000069301,9,transmembrane protein 177 [Source:ZFIN;Acc:ZDB-GENE-030131-993],tmem177,-0.2535554907815799,3.283974557487078,-1.5822898459000934,0.1448346363263776,0.7835313875943611,-4.361249411033797
ENSDARG00000067718,5,si:dkey-3h3.3 [Source:ZFIN;Acc:ZDB-GENE-060526-299],si:dkey-3h3.3,-0.30921438302249266,0.9407687828469276,-1.5820236520673934,0.14489526198442296,0.7835313875943611,-4.379336609844123
ENSDARG00000088967,3,WNK lysine deficient protein kinase 4b [Source:ZFIN;Acc:ZDB-GENE-131120-119],wnk4b,0.27950637040776793,3.466149797084266,1.5818251278472404,0.1449404905012758,0.7835313875943611,-4.362836271570569
ENSDARG00000002479,5,excision repair cross-complementation group 6-like [Source:ZFIN;Acc:ZDB-GENE-060531-56],ercc6l,-0.19356239856054835,5.300986233423288,-1.581424775295455,0.14503173828604238,0.7835313875943611,-4.4431120785253775
ENSDARG00000005841,25,"troponin I type 2a (skeletal, fast), tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040426-970]",tnni2a.2,0.941309150778176,2.5694559563330834,1.5811227110559989,0.14510061797296764,0.7835313875943611,-4.350519670482793
ENSDARG00000089458,17,retinitis pigmentosa 1-like 1a [Source:ZFIN;Acc:ZDB-GENE-120711-1],rp1l1a,0.4781425637012608,1.7832643855240042,1.5810977379938749,0.14510631387353426,0.7835313875943611,-4.35927950200353
ENSDARG00000045277,24,"retinol dehydrogenase 12, like [Source:ZFIN;Acc:ZDB-GENE-040801-48]",rdh12l,0.3142267573101867,2.071447093168305,1.580919699617749,0.14514692691603756,0.7835313875943611,-4.354755220746647
ENSDARG00000079308,8,"torsin family 3, member A [Source:ZFIN;Acc:ZDB-GENE-081104-165]",tor3a,0.3110922883167389,2.9255819654881807,1.5808820470263323,0.14515551728656684,0.7835313875943611,-4.352339271031003
ENSDARG00000006859,19,sodium/potassium transporting ATPase interacting 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1472],nkain1,-0.21799674986550854,6.561797295752518,-1.5808739472887463,0.14515736528580486,0.7835313875943611,-4.450514164506466
ENSDARG00000078935,9,"tubulin tyrosine ligase-like family, member 4 [Source:ZFIN;Acc:ZDB-GENE-070912-313]",ttll4,-0.15451110958468697,5.275572459751628,-1.5804507751087757,0.14525394327507798,0.7835313875943611,-4.4430914101383205
ENSDARG00000079457,12,si:dkey-57h18.1 [Source:ZFIN;Acc:ZDB-GENE-130603-100],si:dkey-57h18.1,-0.33860911864410836,2.3810799940899807,-1.5800544040039226,0.14534445616669167,0.7835313875943611,-4.351488487747121
ENSDARG00000074852,12,myosin XVB [Source:ZFIN;Acc:ZDB-GENE-030131-4797],myo15b,0.5046280539551469,1.238120867838343,1.5799032946986522,0.1453789756994621,0.7835313875943611,-4.374955611739798
ENSDARG00000000369,9,"protein kinase, AMP-activated, gamma 3b non-catalytic subunit [Source:ZFIN;Acc:ZDB-GENE-060421-6938]",prkag3b,0.40562760617502264,2.6463335947818636,1.5798764944185404,0.14538509873427938,0.7835313875943611,-4.351650721771179
ENSDARG00000042829,20,si:dkey-30j22.1 [Source:ZFIN;Acc:ZDB-GENE-041001-184],si:dkey-30j22.1,0.5523550425131274,2.485945221130723,1.579802366834928,0.14540203578157682,0.7835313875943611,-4.352605863236348
ENSDARG00000061240,23,cerebellin 4 precursor [Source:ZFIN;Acc:ZDB-GENE-080204-58],cbln4,0.45006515360796207,0.6612222013473693,1.5792601839642826,0.14552596954939429,0.7835313875943611,-4.394993720626355
ENSDARG00000056877,10,vesicle-associated membrane protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8225],vamp2,0.36417377917526944,4.87610716403913,1.5791897792150995,0.14554206972675124,0.7835313875943611,-4.425176805314886
ENSDARG00000043323,20,ligand of numb-protein X 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9439],lnx1,0.2424089995881113,4.696011974444739,1.5787692902779351,0.14563826005287242,0.7835313875943611,-4.422477817958933
ENSDARG00000074544,15,zinc finger protein 1007 [Source:ZFIN;Acc:ZDB-GENE-131120-139],znf1007,-0.2134299654709702,4.07750324907087,-1.5786829638282371,0.14565801489677785,0.7835313875943611,-4.393402438280499
ENSDARG00000020527,14,nucleoporin 62 like [Source:ZFIN;Acc:ZDB-GENE-030131-8491],nup62l,-0.21116323377170737,5.8933340159983665,-1.5785677520899497,0.14568438350759727,0.7835313875943611,-4.454874545011453
ENSDARG00000056874,14,lysozyme g-like 1 [Source:ZFIN;Acc:ZDB-GENE-040718-461],lygl1,0.40113989067445643,2.755497140275444,1.57853501636,0.1456918765325828,0.7835313875943611,-4.353246458696818
ENSDARG00000019541,2,"glutamic pyruvate transaminase (alanine aminotransferase) 2, like [Source:ZFIN;Acc:ZDB-GENE-050302-11]",gpt2l,0.18153536192480033,5.432156323924088,1.5785275846245301,0.14569357766261162,0.7835313875943611,-4.447590322049234
ENSDARG00000070568,3,"ATPase family, AAA domain containing 5a [Source:ZFIN;Acc:ZDB-GENE-070912-20]",atad5a,-0.27550769638650296,5.314879428044024,-1.5783717661451235,0.14572924867831177,0.7835313875943611,-4.445223723947359
ENSDARG00000055900,2,"zinc finger, SWIM-type containing 5 [Source:ZFIN;Acc:ZDB-GENE-030925-30]",zswim5,-0.18106681003468678,7.370541545165288,-1.5782431499758325,0.1457586981752829,0.7835313875943611,-4.438022463286343
ENSDARG00000061371,2,"cadherin 18, type 2a [Source:ZFIN;Acc:ZDB-GENE-060929-316]",cdh18a,0.24526888795397322,3.0502049996575975,1.577671480068428,0.1458896582351375,0.7835313875943611,-4.357687789796142
ENSDARG00000089109,2,"BCL2, apoptosis regulator b [Source:ZFIN;Acc:ZDB-GENE-110411-185]",bcl2b,0.3617858184197325,2.5503020918157437,1.5773145230636676,0.14597148388794978,0.7835313875943611,-4.35329426779113
ENSDARG00000095826,3,single-pass membrane protein with aspartate-rich tail 1a [Source:ZFIN;Acc:ZDB-GENE-110411-114],smdt1a,0.47125402467419153,2.832899973827441,1.57726837622426,0.14598206514038295,0.7835313875943611,-4.355754160398622
ENSDARG00000008439,4,ataxin 10 [Source:ZFIN;Acc:ZDB-GENE-060503-180],atxn10,-0.27075418732065104,1.7318979977533793,-1.5771608122034937,0.14600673169472816,0.7835313875943611,-4.360965837673785
ENSDARG00000042642,20,WT1 associated protein [Source:ZFIN;Acc:ZDB-GENE-030131-5990],wtap,-0.16166449948830974,6.068255285151747,-1.5771587392598705,0.14600720709782472,0.7835313875943611,-4.4568983181276405
ENSDARG00000016753,11,importin 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2953],ipo9,-0.2303638510538637,5.582706255716097,-1.576885744118244,0.14606982699733087,0.7835313875943611,-4.4524079914582515
ENSDARG00000010978,11,tRNA methyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-060810-40],trmt1,-0.1735929053687822,3.4304575276036586,-1.5765900510288922,0.14613768015527154,0.7835313875943611,-4.369491142034504
ENSDARG00000020217,3,cleavage and polyadenylation specific factor 4 [Source:ZFIN;Acc:ZDB-GENE-990415-180],cpsf4,-0.16998959503917577,4.456974024860764,-1.5761005981321228,0.14625005690414952,0.7835313875943611,-4.415433672935856
ENSDARG00000003940,17,mitochondrial fission regulator 1-like [Source:ZFIN;Acc:ZDB-GENE-030131-6228],mtfr1l,-0.18226297821093415,5.838163261502604,-1.5760467663621753,0.1462624211592021,0.7835313875943611,-4.456986208757648
ENSDARG00000029381,21,"aldehyde dehydrogenase 3 family, member A2b [Source:ZFIN;Acc:ZDB-GENE-040912-103]",aldh3a2b,0.501224699413455,1.947514314333829,1.5760142003105166,0.14626990148375618,0.7835313875943611,-4.361524198985021
ENSDARG00000076542,16,pogo transposable element derived with ZNF domain b [Source:ZFIN;Acc:ZDB-GENE-100609-3],pogzb,-0.24382996319517278,5.599552613399892,-1.5758759120779509,0.14630166964292834,0.7835313875943611,-4.4535803654502075
ENSDARG00000077515,10,leucine zipper-EF-hand containing transmembrane protein 2 [Source:ZFIN;Acc:ZDB-GENE-090521-4],letm2,0.17298571960666476,5.496287601438138,1.575834591549841,0.1463111631529529,0.7835313875943611,-4.451717437454343
ENSDARG00000034443,25,metallophosphoesterase domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-030131-8903],mpped2,-0.18906559051769783,4.369192760308591,-1.5758151951278228,0.14631561972437993,0.7835313875943611,-4.412697248176956
ENSDARG00000022569,21,NK6 homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-040718-178],nkx6.1,-0.1954364206544607,4.45550695541517,-1.5753809112594288,0.1464154333103742,0.7835313875943611,-4.415092801168663
ENSDARG00000045486,4,"PRKC, apoptosis, WT1, regulator [Source:ZFIN;Acc:ZDB-GENE-041010-108]",pawr,0.2062996354865252,4.029557640920446,1.575343562961068,0.14642402006163274,0.7835313875943611,-4.392604926573468
ENSDARG00000059461,5,methylphosphate capping enzyme [Source:ZFIN;Acc:ZDB-GENE-030131-3936],mepce,-0.20642118373124113,4.221609176434257,-1.5753199115681078,0.14642945798603055,0.7835313875943611,-4.40294788004007
ENSDARG00000099633,10,SEC14-like lipid binding 7 [Source:ZFIN;Acc:ZDB-GENE-141216-145],sec14l7,0.5401558057861184,0.8213263559223547,1.575191957446965,0.14645888027095738,0.7835313875943611,-4.3901626746790425
ENSDARG00000091655,18,"glycine cleavage system protein H (aminomethyl carrier), a [Source:ZFIN;Acc:ZDB-GENE-050320-18]",gcsha,-0.23793041305299115,4.641147821258559,-1.5750278392079649,0.14649662592551854,0.7835313875943611,-4.427419340510553
ENSDARG00000001889,23,"tubulin, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-090507-4]",tuba1a,-0.29333671119784027,9.551904026029376,-1.5749152941359457,0.14652251520373716,0.7835313875943611,-4.389779942258398
ENSDARG00000029234,17,syntaxin binding protein 5b (tomosyn) [Source:ZFIN;Acc:ZDB-GENE-090821-5],stxbp5b,0.48172235253621043,3.090632295005013,1.574742855189808,0.1465621899966559,0.7835313875943611,-4.358514905182719
ENSDARG00000027397,7,VANGL planar cell polarity protein 2 [Source:ZFIN;Acc:ZDB-GENE-020507-3],vangl2,-0.19695484316810105,6.51875310310874,-1.5743986596319863,0.14664141097322222,0.7835313875943611,-4.458189611128817
ENSDARG00000103346,4,si:dkeyp-85d8.5 [Source:ZFIN;Acc:ZDB-GENE-110913-144],si:dkeyp-85d8.5,0.397078796914094,0.7325415218724952,1.574366800772447,0.14664874560672223,0.7835313875943611,-4.395347581741502
ENSDARG00000004789,22,low density lipoprotein receptor-related protein 1Ba [Source:ZFIN;Acc:ZDB-GENE-050208-608],lrp1ba,0.6717157042640787,0.43977276817018146,1.574037337356706,0.14672461458088026,0.7835313875943611,-4.407028787981434
ENSDARG00000001734,22,FK506 binding protein 8 [Source:ZFIN;Acc:ZDB-GENE-040426-1849],fkbp8,0.21765492056755414,4.168242482150335,1.5740287410566378,0.14672659460457066,0.7835313875943611,-4.402111674115645
ENSDARG00000069006,7,transducin-like enhancer of split 3b [Source:ZFIN;Acc:ZDB-GENE-990415-85],tle3b,-0.1615517300386649,6.245621233474961,-1.573952128809293,0.14674424208388565,0.7835313875943611,-4.460168355499326
ENSDARG00000041350,8,ankyrin repeat domain 39 [Source:ZFIN;Acc:ZDB-GENE-081104-153],ankrd39,0.3611170183623034,0.9148015723867269,1.5738637295601372,0.14676460700564564,0.7835313875943611,-4.386260370707111
ENSDARG00000074345,3,si:ch211-214b16.4 [Source:ZFIN;Acc:ZDB-GENE-081105-53],si:ch211-214b16.4,1.9925563005728946,1.6285887105537467,1.5737278004087387,0.14679592646997522,0.7835313875943611,-4.3591559584781105
ENSDARG00000056615,11,"cytochrome b-245, beta polypeptide (chronic granulomatous disease) [Source:ZFIN;Acc:ZDB-GENE-040426-1380]",cybb,0.3250329396135274,2.522253640576504,1.5734349831429975,0.14686341461619257,0.7835313875943611,-4.356286287778911
ENSDARG00000094281,8,si:ch73-196i15.3 [Source:ZFIN;Acc:ZDB-GENE-091116-4],si:ch73-196i15.3,-0.23745761811808969,2.928066622356017,-1.573420877614637,0.14686666633200499,0.7835313875943611,-4.359515102000308
ENSDARG00000013346,23,"family with sequence similarity 208, member Ab [Source:ZFIN;Acc:ZDB-GENE-090311-29]",fam208ab,-0.15835770488153833,6.125536287489746,-1.5731777467681327,0.1469227247364896,0.7835313875943611,-4.461213898316225
ENSDARG00000102874,14,"inner membrane protein, mitochondrial (mitofilin) [Source:ZFIN;Acc:ZDB-GENE-030131-5417]",immt,0.15645337053474198,6.930543804542044,1.573034307607722,0.14695580620497567,0.7835313875943611,-4.453810874646314
ENSDARG00000101526,16,si:dkey-82o10.4 [Source:ZFIN;Acc:ZDB-GENE-141222-46],si:dkey-82o10.4,0.41048901816338734,0.4411266839560141,1.5727669848977799,0.14701747657444536,0.7835313875943611,-4.401732925084882
ENSDARG00000086831,3,zmp:0000001228 [Source:ZFIN;Acc:ZDB-GENE-140106-188],zmp:0000001228,-0.8856250157820131,0.25748083656798054,-1.572628763139988,0.14704937279122826,0.7835313875943611,-4.4054154501332565
ENSDARG00000022183,13,glutathione S-transferase omega 1 [Source:ZFIN;Acc:ZDB-GENE-040718-365],gsto1,0.6220192595463956,0.6657295842609106,1.5721986313520737,0.1471486696167355,0.7835313875943611,-4.396129108310762
ENSDARG00000045568,4,"branched chain amino-acid transaminase 1, cytosolic [Source:ZFIN;Acc:ZDB-GENE-030131-9358]",bcat1,0.37922797414049,3.9817132623316587,1.572097663530423,0.14717198682954752,0.7835313875943611,-4.393782861639814
ENSDARG00000095434,1,si:ch211-217k17.8 [Source:ZFIN;Acc:ZDB-GENE-031010-46],si:ch211-217k17.8,0.337333944979494,1.8947789674977875,1.5719907583640442,0.14719667875155457,0.7835313875943611,-4.363569757791967
ENSDARG00000015546,11,"alkaline phosphatase, liver/bone/kidney [Source:ZFIN;Acc:ZDB-GENE-040420-1]",alpl,0.2169366936876707,3.947449890872357,1.571687143766982,0.1472668246655012,0.7835313875943611,-4.391467281294231
ENSDARG00000045524,4,"laminin, beta 1b [Source:ZFIN;Acc:ZDB-GENE-041210-197]",lamb1b,0.15376883137631686,5.014827164346381,1.5716689435106141,0.1472710305182284,0.7835313875943611,-4.441843203840371
ENSDARG00000032237,20,anaphase promoting complex subunit 4 [Source:ZFIN;Acc:ZDB-GENE-041212-10],anapc4,-0.22295841881227424,3.763615114360051,-1.5716250426177127,0.1472811759046582,0.7835313875943611,-4.388006907757868
ENSDARG00000106669,12,uncharacterized LOC562542 [Source:NCBI gene;Acc:562542],CABZ01068358.1,0.23625523532398995,2.345865438188822,1.5716221686540623,0.147281840091984,0.7835313875943611,-4.357931424179573
ENSDARG00000078966,22,RNA binding motif protein 15B [Source:ZFIN;Acc:ZDB-GENE-080204-91],rbm15b,-0.2305320719351761,5.251361639607078,-1.5714095449316547,0.14733098583048457,0.7835313875943611,-4.451225744552609
ENSDARG00000017744,1,structural maintenance of chromosomes 2 [Source:ZFIN;Acc:ZDB-GENE-030131-105],smc2,-0.2227691977105672,6.783372836487935,-1.5712927987643894,0.14735797663736055,0.7835313875943611,-4.458271098692428
ENSDARG00000014018,15,LIM homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-980526-347],lhx1a,-0.16173784949566986,6.290546263229443,-1.5712561282772577,0.14736645547007804,0.7835313875943611,-4.462915611645248
ENSDARG00000093313,5,ubiquitin B [Source:ZFIN;Acc:ZDB-GENE-050411-10],ubb,-0.33210490934093306,7.255766294490887,-1.5707910409852837,0.14747402884641053,0.7835313875943611,-4.448057576194623
ENSDARG00000063190,17,"zinc finger, RAN-binding domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-061110-94]",zranb1b,0.18136288426399624,4.88078851020147,1.5706159181714088,0.14751455222146775,0.7835313875943611,-4.4380410295797095
ENSDARG00000097740,3,elongin B [Source:ZFIN;Acc:ZDB-GENE-020415-1],elob,-0.2270115132681672,3.0120580351026427,-1.5705759341796472,0.14752380588543346,0.7835313875943611,-4.363651006969935
ENSDARG00000117130,21,ADP-ribosylation factor-like 10 [Source:NCBI gene;Acc:560654],BX936439.1,0.3753589356497504,1.0680188847664702,1.5704188259474179,0.14756017106960823,0.7835313875943611,-4.386641571651333
ENSDARG00000022532,7,"cholinergic receptor, nicotinic, beta 1 (muscle) like [Source:ZFIN;Acc:ZDB-GENE-060811-1]",chrnb1l,-0.5629193162769852,0.7850437590376802,-1.5702970144215704,0.14758837171912115,0.7835313875943611,-4.391417612608597
ENSDARG00000056228,2,phospholipase D1a [Source:ZFIN;Acc:ZDB-GENE-031002-2],pld1a,0.1858598532988754,3.551390044560707,1.5702105321555633,0.14760839616119456,0.7835313875943611,-4.376989678823419
ENSDARG00000069297,9,"UPF3A, regulator of nonsense mediated mRNA decay [Source:ZFIN;Acc:ZDB-GENE-060721-2]",upf3a,0.3028828686634954,3.5433064597209833,1.5701631387382893,0.14761937083561158,0.7835313875943611,-4.37580090088239
ENSDARG00000099749,14,"ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast), like [Source:ZFIN;Acc:ZDB-GENE-030131-7384]",ube2d2l,-0.15761859375038367,4.958687046231459,-1.5698985385539468,0.14768065631363922,0.7836291429356531,-4.443249690229766
ENSDARG00000069946,1,"integrin, alpha 6b [Source:ZFIN;Acc:ZDB-GENE-050320-5]",itga6b,-0.2281072561302195,6.090228723678772,-1.5692079290329697,0.1478407179283384,0.7838243400793823,-4.465363906636212
ENSDARG00000086505,11,microtubule associated serine/threonine kinase 3b [Source:ZFIN;Acc:ZDB-GENE-111209-1],mast3b,-0.2585324323536295,3.1843796029187104,-1.5690060540599817,0.14788753512264888,0.7838243400793823,-4.367887145175356
ENSDARG00000028087,5,"aldehyde dehydrogenase 2 family member, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030326-5]",aldh2.2,0.28382273274294484,6.045390080231629,1.5687883590487322,0.14793803583282505,0.7838243400793823,-4.465528653374848
ENSDARG00000055857,9,DOP1 leucine zipper like protein B [Source:ZFIN;Acc:ZDB-GENE-040426-1195],dop1b,0.20696696397004088,4.66020040264412,1.5685655806045817,0.14798973154871783,0.7838243400793823,-4.428390373194858
ENSDARG00000019525,5,tubulin folding cofactor E-like b [Source:ZFIN;Acc:ZDB-GENE-100921-13],tbcelb,0.43906827461181974,2.1544972351823075,1.5684628623942833,0.14801357266833934,0.7838243400793823,-4.3631659168849275
ENSDARG00000010791,1,deltaA [Source:ZFIN;Acc:ZDB-GENE-980526-29],dla,-0.42144927070017074,6.164443215953764,-1.5681138194759543,0.14809461161501072,0.7838243400793823,-4.466642101242548
ENSDARG00000101890,2,polymeric immunoglobulin receptor [Source:ZFIN;Acc:ZDB-GENE-060503-327],pigr,-0.3236474912567553,1.8990344347692916,-1.5679465505091168,0.1481334611175197,0.7838243400793823,-4.364239421297854
ENSDARG00000027938,6,RAD18 E3 ubiquitin protein ligase [Source:ZFIN;Acc:ZDB-GENE-040426-745],rad18,-0.2465266164717489,3.329690686220431,-1.5679350777338246,0.14813612608722276,0.7838243400793823,-4.37394345367977
ENSDARG00000054271,25,cyclin-dependent kinase inhibitor 1Bb [Source:ZFIN;Acc:ZDB-GENE-030521-13],cdkn1bb,-0.17902540613867096,6.1405945137964135,-1.5678179518066682,0.14816333526800904,0.7838243400793823,-4.466946200900861
ENSDARG00000011824,16,pre-B-cell leukemia homeobox interacting protein 1b [Source:ZFIN;Acc:ZDB-GENE-070112-2032],pbxip1b,0.2531981935918166,4.459401221835526,1.5677468066270717,0.14817986494876204,0.7838243400793823,-4.421118577070751
ENSDARG00000062558,18,ring finger and SPRY domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-061026-2],rspry1,-0.13461189926819048,4.625418740654766,-1.5676110950418667,0.14821140032758565,0.7838243400793823,-4.431721337636807
ENSDARG00000011188,9,activin A receptor type 2Aa [Source:ZFIN;Acc:ZDB-GENE-980526-227],acvr2aa,0.17015194239627426,5.70414084453222,1.5671765981205996,0.14831240445544264,0.7838243400793823,-4.4646200987399896
ENSDARG00000055154,21,"solute carrier family 8 (sodium/calcium exchanger), member 4a [Source:ZFIN;Acc:ZDB-GENE-060110-2]",slc8a4a,0.6507650390876466,1.8131057119954297,1.5668558095659688,0.14838701464356802,0.7838243400793823,-4.3702726655378035
ENSDARG00000102356,23,sterol carrier protein 2b [Source:ZFIN;Acc:ZDB-GENE-041010-196],scp2b,0.2808684222836798,4.137434737038737,1.5666687392620358,0.1484305394290446,0.7838243400793823,-4.404085717224933
ENSDARG00000095937,14,transmembrane protein 265 [Source:ZFIN;Acc:ZDB-GENE-091204-93],tmem265,0.3650596603813805,1.6645909523870552,1.566629159900591,0.1484397496199421,0.7838243400793823,-4.3693583761646995
ENSDARG00000076272,4,zinc finger protein 1041 [Source:ZFIN;Acc:ZDB-GENE-080213-11],znf1041,-0.19897849647430926,3.005029957199096,-1.566428789561332,0.14848638390636743,0.7838243400793823,-4.366795428552732
ENSDARG00000037655,14,plastin 3 (T isoform) [Source:ZFIN;Acc:ZDB-GENE-040718-10],pls3,-0.164265260589203,7.505290676895662,-1.566355881571348,0.1485033557524036,0.7838243400793823,-4.447431299156271
